quote,tags
"Too much sanity may be madness — and maddest of all: to see life as it is, and not as it should be!",inspirational;madness;sanity
"There isn't time, so brief is life, for bickerings, apologies, heartburnings, callings to account. There is only time for loving, and but an instant, so to speak, for that.",forgiveness;inspirational;relationships
Life has no victims. There are no victims in this life,bravery;courage;courage-in-life;courageous;inspirational;inspirational-character;inspirational-life;inspirational-quotes;life-and-living
Give me the Love that leads the wa,god;inspirational;love;prayer
"The opinion which other people have of you is their problem, not yours.",inspirational
Realize deeply that the present moment is all you will ever have.,inspirational;life;time
"But we never get back our youth… The pulse of joy that beats in us at twenty becomes sluggish. Our limbs fail, our senses rot. We degenerate into hideous puppets, haunted by the memory of the passions of which we were too much afraid, and the exquisite temptations that we had not the courage to yield to.",dark;inspirational;macabre
"It is better to be respected than it is to be popular. Popularity ends on yearbook day, but respect lasts forever.",inspirational
"If every life is a river, then it's little wonder that we do not even notice the changes that occur until we are far out in the darkest sea. One day you look around and nothing is familiar, not even your own face",first-sentence;inspirational
No great wisdom can be reached without sacrifice.,inspirational
Believe in your infinite potential. Your only limitations are those you set upon yourself,abilities;ability;believe;believe-in-yourself;confidence;dream;dreams;empowerment;hope;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;limitations;limits;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;potential;self-doubt;spiritual-growth;spirituality
You can't always judge people by the things they done. You got to judge them by what they are doing now.,inspirational
"There is no evidence that we've been placed on this planet to be especially happy or especially normal. And in fact our unhappiness and our strangeness, our anxieties and compulsions, those least fashionable aspects of our personalities, are quite often what lead us to do rather interesting things.",inspirational
"The aim of every artist is to arrest motion, which is life, by artificial means and hold it fixed so that a hundred years later, when a stranger looks at it, it moves again since it is life.",achievement;artist;goal;inspirational
"Life is going to give you just what you put in it. Put your whole heart in everything you do, and pray, then you can wait.",inspirational
What we love determines what we seek. What we seek determines what we think and do. What we think and do determines who we are — and who we will become.,inspirational
Life is a series of surprises and would not be worth taking or keeping if it were not.,inspirational;life
"As long as you have life and breath, believe. Believe for those who cannot. Believe even if you have stopped believing. Believe for the sake of the dead, for love, to keep your heart beating, believe. Never give up, never despair, let no mystery confound you into the conclusion that mystery cannot be yours.",believe;inspirational
There are some values that you should never compromise on to stay true to yourself; you should be brave to stand up for what you truly believe in even if you stand alone.,be-yourself;believe-in;core-values;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;value
Death twitches my ear,carpe-diem;creepy;death;death-and-dying;inspirational;living;philosophical;philosophy;seize-the-day
"Mimpi-mimpi kamu, cita-cita kamu, keyakinan kamu, apa yang kamu mau kejar, biarkan ia menggantung, mengambang 5 centimeter di depan kening kamu. Jadi dia nggak akan pernah lepas dari mata kamu. Dan kamu bawa mimpi dan keyakinan kamu itu setiap hari, kamu lihat setiap hari, dan percaya bahwa kamu bisa",inspirational
"Every challenge you face today makes you stronger tomorrow. The challenge of life is intended to make you better, not bitter.",challenge;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;strong
"Have you ever felt the longing for someone you could admire? For something, not to look down at, but up to?",achievement;admiration;atlas-shrugged;inspirational;love;objectivism
"It`s not how old you are, it`s how you are old.",aging-gracefully;inspirational;living;old-age
"Because I trust in the ever-changing climate of the heart. (At least, today I feel that way.) I think it is necessary to have many experiences for the sake of feeling something; for the sake of being challenged, and for the sake of being expressive, to offer something to someone else, to learn what we are capable of.",education;expression;feelings;humor;inspirational;learning;life;love;truth
"If we don't change the direction we are headed, we will end up where we are going.",chinese;inspirational;proverv;wisdom
I want to be like Gandhi and Martin Luther King and John Lennon but i want to STAY ALIVE.,inspirational
"After all, you can't truly be happy if you've never known pain. You can't truly feel joy if you've never felt heartbreak. You can't know what it's like to be filled unless you've been empty.",inspirational
"We lay there and looked up at the night sky and she told me about stars called blue squares and red swirls and I told her I'd never heard of them. Of course not, she said, the really important stuff they never tell you. You have to imagine it on your own.",humor;imagination;inspirational;science
The function of freedom is to free someone else.,inspirational;responsibility
"Let us pick up our books and our pens, they are the most powerful weapons.",inspirational
People would rather believe than know.,activism;animals;environment;inspirational
Many persons have a wrong idea of what constitutes true happiness. It is not attained through self-gratification but through fidelity to a worthy purpose.,educator;inspirational
"All I ask is this: Do something. Try something. Speaking out, showing up, writing a letter, a check, a strongly worded e-mail. Pick a cause – there are few unworthy ones. And nudge yourself past the brink of tacit support to action. Once a month, once a year, or just once...Even just learning enough about a subject so you can speak against an opponent eloquently makes you an unusual personage. Start with that. Any one of you would have cried out, would have intervened, had you been in that crowd in Bashiqa. Well thanks to digital technology, you’re all in it now.",cause;inspirational;taking-action
"This place is a dream. Only a sleeper considers it real. Then death comes like dawn, and you wake up laughing at what you thought was your grief.",inspirational;life;philosophy
"To love is easy, to be in a relationship is extremely difficult.",humor;inspirational;love;truth
I think that I shall never se,god;inspirational;poem;poems;rain;tree
The wish of death had been palpably hanging over this otherwise idyllic paradise for a good many years,humour;inspirational;romance;thriller;young-adult
This is your life. Do what you want and do it often,inspirational
A writer must teach himself that the basest of all things is to be afraid. ,inspirational;writing
To touch the soul of another human being is to walk on holy ground.,inspirational
Everything you'll ever need to know is within you; the secrets of the universe are imprinted on the cells of your body.,inspirational;wisdom
Every moment of light and dark is a miracle.,inspirational;wonder
"Prayer is not an old woman's idle amusement. Properly understood and applied, it is the most potent instrument of action.",god;inspirational;prayer;religion
"If I am the pawn of the gods, it is because they know me so well, not because they make my mind up for me.",inspirational
"Do you know the hallmark of a second rater? It's resentment of another man's achievement. Those touchy mediocrities who sit trembling lest someone's work prove greater than their own - they have no inkling of the loneliness that comes when you reach the top. The loneliness for an equal - for a mind to respect and an achievement to admire. They bare their teeth at you from out of their rat holes,thinking that you take pleasure in letting your brilliance dim them - while you'd give a year of my life to see a flicker of talent anywhere among them. They envy achievement, and their dream of greatness is a world where all men have become their acknowledged inferiors. They don't know that that dream is the infallible proof of mediocrity, because that sort of world is what the man of achievement would not be able to bear. They have no way of knowing what he feels when surrounded by inferiors - hatred? no, not hatred, but boredom - the terrible, hopeless, draining, paralyzing boredom. Of what account are praise and adulation from men whom you don't respect? Have you ever felt the longing for someone you could admire? For something, not to look down at, but up to?",achievement;atlas-shrugged;inspirational;mediocrity;objectivism;second-handers
For all those that have to fight for the respect that everyone else is given without question.,inspirational;social-justice
"Action springs not from thought, but from a readiness for responsibility.",action;inspirational;responsibility;thought
"Go on, get out! Last words are for fools who haven't said enough!",humor;inspirational;last-words
"How sweet is the assurance, how comforting is the peace that come from the knowledge that if we marry right and live right, our relationship will continue, notwithstanding the certainty of death and the passage of time. Men may write love songs and sing them. They may yearn and hope and dream. But all of this will be only a romantic longing unless there is an exercise of authority that transcends the powers of time and death.",inspirational;lds;religious;uplifting
"My dear Watson,"" said [Sherlock Holmes], ""I cannot agree with those who rank modesty among the virtues. To the logician all things should be seen exactly as they are, and to underestimate one's self is as much a departure from truth as to exaggerate one's own powers.",inspirational;self-esteem
"You have come a long way and have won many battles. Whenever you’re faced with a difficult or challenging situation, you’ll overcome it. Yes, you can.",challenge;difficulty;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
"We have just enough religion to make us hate, but not enough to make us love one another.",inspirational
"A gentleman is someone who does not what he wants to do, but what he should do.",chivalry;gentleman;gentlemen;inspirational;manners;motivational;politeness
"Most lives are not distinguished by great achievements. They are measured by an infinite number of small ones. Each time you do a kindness for someone or bring a smile to his face, it gives your life meaning. Never doubt your value, little friend. The world would be a dismal place without you in it. (tweaked version of a passage from Scandal in Spring)",faith;inspirational;self-worth
"Heaven is comfort, but it's still not living.",family;haunting;imaginative;inspirational;murder;personal-growth;rape
"You say freak, I say unique.",appreciation;attraction;beautiful;ethereal;freak;imperfections;inner-beauty;inspirational;inspirational-quote;interesting;life;looks;odd;oddity;people;positivity;strange;unique;weird
"Who belonged to no one, who belonged to everyone",ambition;believe;dreamers;inspirational
"The most exquisite paradox… as soon as you give it all up, you can have it all. As long as you want power, you can't have it. The minute you don't want power, you'll have more than you ever dreamed possible.",inspirational;spiritual-wisdom
"Sit down before fact as a little child, be prepared to give up every preconceived notion, follow humbly wherever and to whatever abysses nature leads, or you shall learn nothing. I have only begun to learn content and peace of mind since I have resolved at all risks to do this.",abyss;facts;humble;inspirational;learning;nature;open-minded;peace;peace-of-mind;preconceptions;preparation;risk;science
We need to help people to discover the true meaning of love. Love is generally confused with dependence. Those of us who have grown in true love know that we can love only in proportion to our capacity for independence.,independence;inspirational;love
With our thoughts we make the world.,inspirational
"Be so strong that nothing can disturb your peace of mind. Talk health, happiness, and prosperity to every person you meet. Make all your friends feel there is something special in them. Look at the sunny side of everything. Think only the best, be as enthusiastic about the success of others as you are about your own",inspirational
"Whether a thought is spoken or not it is a real thing and it has power,"" Tuek said. ""You might find the line between life and death among the Fremen to be too sharp and quick.",inspirational;philosophy;truth
"If you don’t like the road you’re walking, start paving another one.",inspirational;life
Make today worth remembering.,inspirational;motivational
"Life consists of two days, one for you one against you. So when it's for you don't be proud or reckless, and when it's against you be patient, for both days are test for you.",inspirational;life;life-and-living;life-lessons
"And though I have the gift of prophecy, and understand all mysteries, and all knowledge; and though I have all faith, so that I could remove mountains, but have not love, I am nothing.",1-corinthians-13;faith;inspirational;love;scripture
"We cannot change what we are not aware of, and once we are aware, we cannot help but change.",business;career;inspirational;self-help;women
"A photographer is like a cod, which produces a million eggs in order that one may reach maturity.",art;cod;fish;humor;images;inspirational;photography
"Life is like a play: it's not the length, but the excellence of the acting that matters.",inspirational;life
Make the most of what you have and keep your standards high. Never settle for anything less than you deserve or are capable of achieving.,achieve;deserve;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
Your children are not your children. They are the sons and daughters of Life's longing for itself..,children;inspirational
Don't look to the approval of others for your mental stability,designer;fashion;inspirational;others;self
??? ???? ?? ??? ????? ?? ????... ?? ???????? ??? ????? ?? ????.,inspirational
"Thou shalt not be a victim, thou shalt not be a perpetrator, but, above all, thou shalt not be a bystander.",holocaust;inspirational;violence
If you are a dreamer come in,inspirational
"I hope to write someday and that’s even more terrifying than performing. You don’t just entertain the audience, you give them little bits of your soul.",amazing;idol;inspirational;so-true
You need just the right amount of 'Fuck the world' and the right amount of belief in something...and you need the right amount of love.,inspirational;life;love
Bring something incomprehensible into the world!,art;individuality;inspirational;life;new;otherness
How does one become a butterfly? They have to want to learn to fly so much that you are willing to give up being a caterpillar.,inspirational
Your greatest self has been waiting your whole life; don't make it wait any longer.,action;change;inspirational;life;mission;motivational;purpose;self-empowerment
Love your life. Because your life is what you have to give.,inspirational
"It is not so much the major events as the small day-to-day decisions that map the course of our living. . . Our lives are, in reality, the sum total of our seemingly unimportant decisions and of our capacity to live by those decisions.",inspirational;life;wisdom
"Don't chase people. Be yourself, do your own thing and work hard. The right people - the ones who really belong in your life - will come to your. And stay.",inspirational;motivational;peaceful
Keep your promises and be consistent. Be the kind of person others can trust.,consistent;inspiration;inspirational;inspirational-quotes;inspire;inspiring;keep-your-promises;leader;leaders;leadership;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;trust
"Leaders must be close enough to relate to others, but far enough ahead to motivate them.",inspirational;leadership;management
"I know. It’s all wrong. By rights we shouldn’t even be here. But we are. It's like in the great stories, Mr. Frodo. The ones that really mattered. Full of darkness and danger they were. And sometimes you didn't want to know the end. Because how could the end be happy? How could the world go back to the way it was when so much bad had happened? But in the end, it’s only a passing thing, this shadow. Even darkness must pass. A new day will come. And when the sun shines it will shine out the clearer. Those were the stories that stayed with you. That meant something, even if you were too small to understand why. But I think, Mr. Frodo, I do understand. I know now. Folk in those stories had lots of chances of turning back, only they didn’t. They kept going, because they were holding on to something.",beauty;inspirational;lord-of-the-rings;truth
"She liked being reminded of butterflies. She remembered being six or seven and crying over the fates of the butterflies in her yard after learning that they lived for only a few days. Her mother had comforted her and told her not to be sad for the butterflies, that just because their lives were short didn't mean they were tragic. Watching them flying in the warm sun among the daisies in their garden, her mother had said to her, see, they have a beautiful life. Alice liked remembering that.",butterflies;inspirational;life
You can only be afraid of what you think you know.,fear;inspirational;knowledge
Nobody steals books but your friends.,books;friendship;inspirational;irony;stealing
How would your life be different if…You approached all relationships with authenticity and honesty? Let today be the day…You dedicate yourself to building relationships on the solid foundation of truth and authenticity.,authenticity;honestly;inspirational;life;love;relationships;respect;truth
"If you believe you can, you might. If you know you can, you will.",action;believe;inspirational;knowing;life;motivational;success
Achievement has no color,achievement;inspirational;racism
? ??? ?? ??????? ????? ?? ????? ????..??? ???? ? ?????,inspirational
"Be not afraid of life. Believe that life is worth living, and your belief will help create the fact.",inspirational
"Help"" is a prayer that is always answered. It doesn't matter how you pray--with your head bowed in silence, or crying out in grief, or dancing. Churches are good for prayer, but so are garages and cars and mountains and showers and dance floors. Years ago I wrote an essay that began, ""Some people think that God is in the details, but I have come to believe that God is in the bathroom.",inspirational;prayer;spirituality
One of the best ways to influence people is to make them feel important. Most people enjoy those rare moments when others make them feel important. It is one of the deepest human desires.,enjoy;human-desire;influence;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking
Meditation is a way for nourishing and blossoming the divinity within you.,blossoming;divinity;divinity-within;flowering;inspirational;inspirational-quotes;meditation;nourishing;nourishment;nourishment-of-soul;wisdom;wisdom-quotes;yoga
"The best discoveries always happened to the people who weren't looking for it. Columbus and America. Pinzon, who stumbled on Brazil while looking for the West Indies. Stanley happening on Victoria Falls. And you. Amy Curry, when I was least expecting her",inspirational
"If you want something you can have it, but only if you want everything that goes with it, including all the hard work and the despair, and only if you're willing to risk failure. ",inspirational;life
"Truly powerful people have great humility. They do not try to impress, they do not try to be influential. They simply are. People are magnetically drawn to them. They are most often very silent and focused, aware of their core selves. ... They never persuade, nor do they use manipulation or aggressiveness to get their way. They listen. If there is anything they can offer to assist you, they offer it; if not, they are silent.",inspirational;leadership;power
"Do nothing, and nothing happens. Life is about decisions. You either make them or they're made for you, but you can't avoid them.",decisions;inspirational;life
"We may have all come on different ships, but we're in the same boat now.",cultural;inspirational;spiritual
Life keeps throwing me lemons because I make the best lemonade...,inspirational;life;motivational;reality
"The road to enlightenment is long and difficult, and you should try not to forget snacks and magazines.",difficulties;enlightenment;humor;inspirational;road
"If we bear all this suffering and if there are still Jews left, when it is over, then Jews, instead of being doomed, will be held up as an example.",holocaust;inspirational;judaism
"Live all you can: it's a mistake not to. It doesn't matter what you do in particular, so long as you have had your life. If you haven't had that, what have you had?",inspirational;life
"Ignore all hatred and criticism. Live for what you create, and die protecting it.",arts;inspirational;music
"In essence, if we want to direct our lives, we must take control of our consistent actions. It's not what we do once in a while that shapes our lives, but what we do consistently.",inspirational;perseverance
"Real change is difficult at the beginning. Without the familiar to rely upon, you may not in as much command as you had once been. When things are not going your way, you will start doubting yourself. Stay positive, keep the faith, and keep moving forward – your breakthrough may be just around the corner.",breakthrough;change;faith;inspiration;inspirational;inspirational-quotes;inspire;inspiring;just-around-the-corner;keep-moving-forward;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;stay-positive
"In my deepest wound I saw your glory, and it dazzled me.",inspirational;spiritual
Do you train for passing tests or do you train for creative inquiry?,education;inspiration;inspirational;learning
I realize that life is risks. It’s acknowledging the past but looking forward. It’s taking a chance that we wil,inspirational;life
"The truth was a mirror in the hands of God. It fell, and broke into pieces. Everybody took a piece of it, and they looked at it and thought they had the truth.",inspirational;truth
It's easy to forget things you don't need anymore.,inspirational
"He who takes offense when no offense is intended is a fool, and he who takes offense when offense is intended is a greater fool.",inspirational;insult;rage
I'm the living embodiment of 'it could be worse'.,amazing;danisnotonfire;goals;inspirational;it-could-be-worse;youtube
"Life is only precious because it ends, kid. Take it from a god. You mortals don't know how lucky you are",inspirational;life;mars;mortal
"Courage and perseverance have a magical talisman, before which difficulties disappear and obstacles vanish into air.",bravery;courage;inspirational;perseverance;trial
Maybe some things aren't meant to be known. maybe there just meant to be accepted.,inspirational
"Truth does not become more true by virtue of the fact that the entire world agrees with it, nor less so even if the whole world disagrees with it.",disagreement;inspirational;truth
"Women can fake an orgasm, but men can fake an entire relationship.",inspirational
The most powerful relationship you will ever have is the relationship with yourself.,inspirational;relationship;self-love
"I was never more hated than when I tried to be honest. Or when, even as just now I've tried to articulate exactly what I felt to be the truth. No one was satisfied",inspirational
"???? ??? ?? ????? ??? ???? ???????. ?? ???? ???? ??? ??? ??????? ??????? ""????"" ???? ""???"" ??????? ?? ???",inspirational
Get comfortable with being uncomfortable!,determination;exercise;fitness;inspirational;life-lessons
"The question is not how to get cured, but how to live.",chronic-illness;cure;cures;healing;illness;inspirational;recovery
"In the external scheme of things, shining moments are as brief as the twinkling of an eye, yet such twinklings are what eternity is made of -- moments when we human beings can say ""I love you,"" ""I'm proud of you,"" ""I forgive you,"" ""I'm grateful for you."" That's what eternity is made of: invisible imperishable good stuff.",eternity;inspirational
The nights you fight best ar,inspirational
"We can only see a short distance ahead, but we can see plenty there that needs to be done.",distance;future;inspirational;progress;science;vision;work
"For great men, religion is a way of making friends; small people make religion a fighting tool.",inspirational
"There are some things that it is better to begin than to refuse, even though the end may be dark.",inspirational
"The culture of women in the church today is crippled by some very pervasive lies. ""To be spiritual is to be busy. To be spiritual is to be disciplined. To be spiritual is to be dutiful."" No, to be spiritual is to be in Romance with God. The desire to be romanced lies deep in the heart of every women. It is for such that you were made. Are you ARE romanced, and ever will be.",inspirational;romance;woman
"We humans do not understand compassion. In each moment of our lives, we betray it. Aye, we know of its worth, yet in knowing we then attach to it a value, we guard the giving of it, believing it must be earned, T’lan Imass. Compassion is priceless in the truest sense of the wold. It must be given freely. In abundance.",inspirational
"Love is like a good cake; you never know when it's coming, but you'd better eat it when it does!",cake;inspirational;inspirational-life;inspirational-love;inspirational-quotes;love;true-love
"For those who know the value of and exquisite taste of solitary freedom (for one is only free when alone), the act of leaving is the bravest and most beautiful of all.",bravery;freedom;inspirational;loneliness;solitude
"There are powers far beyond us, plans far beyond what we could have ever thought of, visions far more vast than what we can ever see on our own with our own eyes, there are horizons long gone beyond our own horizons. This is courage- to throw away what is our own that is limited and to thrust ourselves into the hands of these higher powers- God and Destiny.To do this is to abide in the realm of the eternal, to walk in the path of the everlasting to follow in the footprints of God and demi-gods. The hardest part for man is the letting go. For some reason, he thinks himself big enough to know and to see what's good for him. But in the letting go........is found freedom. In the letting go........ is found the flight!",belief;destiny;flying;flying-spirit;footprints;god;inspiration;inspirational;inspirational-life;inspirational-quotes;letting-go;life;living;meaning-of-life;truth
"Whoever you are, or whatever it is that you do, when you really want something, it's because that desire originated in the soul of the universe. It's your mission on earth.",inspirational
The best kind of humans are the ones who stay.,happyquotes;hope;inspirational;inspirationalquotes;inspired;instadaily;instaquote;lovequotes;pinquotes;poems;poetry;quote;quoteoftheday;quotes;relationships;rmdrake;sadquotes;sayings;spokenword;tattoo;typewriter;vsco;writer;writing
"Pet names are a persistant remnant of childhood, a reminder that life is not always so serious, so formal, so complicated. They are a reminder, too, that one is not all things to all people.",inspirational
Life is short. Focus on what really matters most; you should change your priorities over time.,focus;inspiration;inspirational;inspirational-quotes;inspire;inspiring;leader;leaders;leadership;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;priorities;priority;time
Great victory requires great risk,inspirational;victory
Light a candle instead of cursing the darkness.,inspirational
"If people reach perfection they vanish, you know.",human;inspirational;people;perfection
"I ask of you your lives,” Elend said, voice echoing, “and your courage. I ask of you your faith, and your honor—your strength, and your compassion. For today, I lead you to die. I will not ask you to welcome this event. I will not insult you by calling it well, or just, or even glorious. But I will say this",inspirational;sci-fi
The hardest battle you are ever going to have to fight is the battle to be just you.,inspirational
"Begin doing what you want to do now. We are not living in eternity. We have only this moment, sparkling like a star in our hand--and melting like a snowflake...",inspirational
"Politeness is okay, but it gets old and boring. You want to attack life with a passion, not a politeness, you want people to think about you and remember you and say ""she is so passionate"" you don't want people to think about you and remember you and say ""she is so polite,"" because, who cares about polite?",being-passionate;inspiration;inspirational;inspirational-life;inspirational-quotes;inspiring;life-and-living;passion;passion-for-life;passionate;passionate-life;passionate-living;passions;polite;politeness
"People who lack the clarity, courage, or determination to follow their own dreams will often find ways to discourage yours. Live your truth and don't EVER stop!",clarity;courage;determination;follow-your-dreams;inspirational;living;motivational;truth
"The decisions I made after that moment were not the ones she would have made. They were the choices of a changed person, a new self",inspirational
"The graveyard is the richest place on earth, because it is here that you will find all the hopes and dreams that were never fulfilled, the books that were never written, the songs that were never sung, the inventions that were never shared, the cures that were never discovered, all because someone was too afraid to take that first step, keep with the problem, or determined to carry out their dream.",inspirational;les-brown
"Try to find pleasure in the speed that you're not used to. Changing the way you do routine things allows a new person to grow inside of you. But when all is said and done, you're the one who must decide how you handle it.",fiction;inspirational;spirituality
"If you have the guts to be yourself, other people'll pay your price.",inspirational
Doing the best at this moment puts you in the best place for the mext moment,inspirational;life;success
"Look not mournfully into the past, it comes not back again. Wisely improve the present, it is thine. Go forth to meet the shadowy future without fear and with a manly heart.",inspirational
"Try to remember it always,"" he said once Gogol had reached him, leading him slowly back across the breakwater, to where his mother and Sonia stood waiting. ""Remember that you and I made this journey together to a place where there was nowhere left to go.",inspirational
"Even if you don't have all the things you want, be grateful for the things you don't have that you don't want (Bob Dylan's dad)",inspirational
The difference between false memories and true ones is th,inspirational
Until justice rolls down like water and righteousness like a mighty stream.,america;freedom;human-rights;inspirational;justice;peace;pride;righteousness;stream;water
"Nobody can go back and start a new beginning, but anyone can start today and make a new ending.",inspirational
You’re only poor if you give up. The most important thing is that you did something. Most people only talk and dream of getting rich. You’ve done something.,inspirational
Sometimes a little discomfort in the beginning can save a whole lot of pain down the road.,inspirational;pain
"A complete stranger has the capacity to alter the life of another irrevocably. This domino effect has the capacity to change the course of an entire world. That is what life is; a chain reaction of individuals colliding with others and influencing their lives without realizing it. A decision that seems miniscule to you, may be monumental to the fate of the world.",alter;chain;choice;course;decision;domino;fate;inspirational;life;lives;monumental;reaction;stranger;world
"Sometimes you have to steer away from the crowd in order to be a better person. It's not always easy, that's for sure. But it's right. And sometimes doing the right thing feels good, even if it does end up in a trip to the principal's office.",experience;inspirational;truth
Forgiveness is God's greatest gift,forgiveness;inspirational;religion
"...try to remember that dreams do come true, but they don't come easily.",dreams;inspirational
Life might take you down different roads. But each of you gets to decide which one to take.,inspirational
being afraid to take chances is scarier than actually doing things that challenge you.,inspirational
"Learn everything you can, anytime you can, from anyone you can, there will always come a time when you will be grateful you did.",inspirational;learning;motivational;opportunity
"To all that come to this happy place, welcome. Disneyland is your land. Here age relives fond memories of the past, and here youth may savor the challenge and promise of the future. Disneyland is dedicated to the ideals, the dreams, and the hard facts that have created America... with hope that it will be a source of joy and inspiration to all the world.",inspirational
"It is the useless things that make life worth living and that make life dangerous too: wine, love, art, beauty. Without them life is safe, but not worth bothering with.",inspirational;life-and-living
Is there any real purpose in being alive if all we are going to do is get up every day and live only for ourselves,inspirational
"That which we persist in doing becomes easier to do, not that the nature of the thing has changed but that our power to do has increased.",inspirational
It is much easier to be brave if you do not know everything.,inspirational
If you want to catch beasts you don't see every day,humor;inspirational
"And so I wait. I wait for time to heal the pain and raise me to me feet once again - so that I can start a new path, my own path, the one that will make me whole again.",healing;inspirational;pain
Hanya orang-orang dengan hati damailah yang boleh menerima kejadian buruk dengan lega.,inspirational;life;spiritual
Give your weakness to one who helps.,compassion;inspirational
Kemampuan membaca itu sebuah rahmat. Kegemaran membaca; sebuah kebahagiaan.,inspirational
"You don't know, oh, o",inspirational;one-direction;song-lyrics;what-makes-you-beautiful
"When things go wrong, you'll find they usually go on getting worse for some time; but when things once start going right they often go on getting better and better.",inspirational
"Andaikata semua kehidupan ini menyakitkan, maka di luar sana pasti masih ada sepotong bagian yang menyenangkan. Kemudian kau akan membenak pasti ada sesuatu yang jauh lebih indah dari menatap rembulan di langit. Kau tidak tahu apa itu, karna ilmumu terbatas. Kau hanya yakin , bila tidak di kehidupan ini suatu saat nanti pasti akan ada yang lebih mempesona dibanding menatap sepotong rembulan yang sedang bersinar indah.",inspirational;love
Aslan: You doubt your value. Don't run from who you are.,aslan;inspirational;lion
"He asked, 'Croesus, who told you to attack my land and meet me as an enemy instead of a friend?",inspirational;war
"And people who don’t dream, who don’t have any kind of imaginative life, they must… they must go nuts. I can’t imagine that.",dreaming;imagination;inspirational;true
I know that the molecules in my body are traceable to phenomena in the cosmos. That makes me want to grab people on the street and say: ‘Have you HEARD THIS?,connectedness;inspirational;knowledge;perspective;philosophy;science
"Some people try to tell you the things you want in life are out of your grasp, while others lift you up on their shoulders and help you reach them. I may not know a lot, but I prefer to fill my life with people who let me climb on top of their shoulders, not people who try to keep me planted on the ground.",inspirational
"And by and by Christopher Robin came to the end of things, and he was silent, and he sat there, looking out over the world, just wishing it wouldn't stop.",inspirational
The treacherous are ever distrustful.,fantasy;gandalf;inspirational;philosophy;truth
"I realized it for the first time in my life: there is nothing but mystery in the world, how it hides behind the fabric of our poor, browbeat days, shining brightly, and we don't even know it.",inspirational;miracles;mystery
Be like the flower that gives its fragrance to even the hand that crushes it.,inspirational
Every window in Alcatraz has a view of San Francisco. ,inspirational
"Dead yesterdays and unborn tomorrows, why fret about it, if today be sweet.",inspirational
Is it easy? Usually not. But you don't forgive people for their benefit. You do it for your benefit.,inspirational
"Of course, a sign doesn't mean anything unless you know how to interpret it.",inspirational
"Love, being in love, isn’t a constant thing. It doesn’t always flow at the same strength. It’s not always like a river in flood. It’s more like the sea. It has tides, it ebbs and flows. The thing is, when love is real, whether it’s ebbing or flowing, it’s always there, it never goes away. And that’s the only proof you can have that it is real, and not just a crush or an infatuation or a passing fancy",cordelia-kenn;inspirational;love;pillow-book
"For a moment everything was clear, and when that happens you see that the world is barely there at all. Don't we all secretly know this? It's a perfectly balanced mechanism of shouts and echoes pretending to be wheels and cogs, a dreamclock chiming beneath a mystery-glass we call life. Behind it? Below it and around it? Chaos, storms. Men with hammers, men with knives, men with guns. Women who twist what they cannot dominate and belittle what they cannot understand. A universe of horror and loss surrounding a single lighted stage where mortals dance in defiance of the dark.",inspirational;life
"Love doesn’t have to be on Valentine’s Day. It doesn’t have to be by the time you turn eighteen or thirty-three or fifty-nine. It doesn’t have to conform to whatever is usual. It doesn’t have to be kismet at once, or rhapsody by the third day",beautiful;inspirational;life;love;relationships
We have no right to express an opinion until we know all of the answers.,answers;human;inspirational;nature;opinons;truth
"Anything that makes weak - physically, intellectually and spiritually, reject it as poison.",inspirational
"The two of you, there's something uncanny about the way you two are with each other. I mean everything--the way you look at each other, the way she relaxes when you put your hand on her back, the way you both seem to know what the other is always thinking, it's always struck me as extraordinary. That's another reason I keep putting marriage off. I know I want something like what you two share, and I'm not sure I've found it yet. I'm not sure I ever will. And with love like that, they say anything's possible, right?",inspirational;love;marriage
